slug,section,label,value
austinloyal-care-centre,policies,Visiting hours,Sat/Sun & PH 12:30pm–4:30pm; weekdays by appointment
austinloyal-care-centre,policies,Outpatient physio hours,Mon–Fri 10:00am–6:00pm (open to non-residents)
austinloyal-care-centre,services,Long-term residential care,yes
austinloyal-care-centre,services,Short-term / respite stays,yes
austinloyal-care-centre,services,Post-hospital rehabilitative care,yes
austinloyal-care-centre,services,Adult social day care,yes
austinloyal-care-centre,services,Outpatient physiotherapy clinic,yes — open to non-residents
austinloyal-care-centre,checklist,"Filter Google reviews by ""newest"" — most negatives are from 2018–2019 launch period",
austinloyal-care-centre,checklist,Ask for JKM licence number and a copy of the most recent inspection result,
austinloyal-care-centre,checklist,Ask whether physiotherapy is included or billed per session for residents,
homage-malaysia,rooms,Daily living care (per hour),From RM30 — by certified local caregiver
homage-malaysia,rooms,Home nursing (per hour),From RM36 — by licensed nurse
homage-malaysia,rooms,Home therapy (per hour),From RM135 — by certified therapist
homage-malaysia,rooms,24-hour care,Yes — 2 Care Pros in 12-hour shifts
homage-malaysia,rooms,Minimum booking,1 hour
homage-malaysia,rooms,Pricing source,https://www.homage.com.my/services/home-care/ — published on operator website
homage-malaysia,services,Home Personal Care,"ADLs, companionship, medical escort, respite"
homage-malaysia,services,Home Nursing,"Wound care, NGT, catheter, stoma, post-surgery, medication"
homage-malaysia,services,Home Therapy,"Physiotherapy, occupational therapy, speech therapy"
homage-malaysia,services,Dementia Care,Specialist programme
homage-malaysia,services,Stroke Rehabilitation,Post-stroke at-home care
homage-malaysia,services,Palliative / End-of-Life Care,Available
homage-malaysia,policies,Coverage,"KL, Selangor, Johor, Penang, Perak (Ipoh), Kedah"
homage-malaysia,policies,Booking method,Homage app (iOS / Android) — caregivers listed with qualifications
homage-malaysia,policies,Care start time,Within 5 working days of confirmed booking
care-concierge-malaysia,rooms,Care Plus live-in (20-day monthly min),From RM235/day (RM300 daily rate)
care-concierge-malaysia,rooms,Care Plus day care (20-day monthly min),From RM270/day (RM320 daily rate)
care-concierge-malaysia,rooms,Care Palliative live-in (7-day monthly),"From RM2,200 (RM8,000 for 28-day monthly)"
care-concierge-malaysia,rooms,Flexi Care 4h plan (1-month validity),RM200
care-concierge-malaysia,rooms,Flexi Care 20h plan (1-month validity),RM950
care-concierge-malaysia,rooms,Flexi Care 100h plan (3-month validity),"RM4,250"
care-concierge-malaysia,rooms,Flexi Nurse 4h plan (1-month validity),RM230
care-concierge-malaysia,rooms,Flexi Nurse 20h plan (1-month validity),"RM1,010"
care-concierge-malaysia,rooms,Flexi Nurse 100h plan (3-month validity),"RM4,750"
care-concierge-malaysia,rooms,Stroke Care bundle (monthly),"RM10,800 — includes nurse/care manager, neurologist consult (1x), physio 3x/wk, medical chaperone 2x/mo, 1mo caregiving"
care-concierge-malaysia,rooms,Dementia Care bundle (monthly),"RM10,800 — includes nurse/care manager, neurologist consult (1x), physio/OT 3x/wk, 1mo caregiving"
care-concierge-malaysia,rooms,"Care Companion (daily, max 12h)","From RM260/day; RM4,000/mo (6 working days/wk)"
care-concierge-malaysia,rooms,Doctor House Call (Medical Officer),"RM300/visit — available KL, Selangor, Cyberjaya, Putrajaya, Rawang"
care-concierge-malaysia,rooms,Doctor House Call (Medical Specialist),RM500/visit
care-concierge-malaysia,rooms,Physiotherapy (1h session),"RM200 single; RM950 / 5 sessions; RM1,800 / 10 sessions"
care-concierge-malaysia,rooms,Occupational Therapy (1h),RM180/session
care-concierge-malaysia,rooms,Speech Therapy (45 min),RM300/session
care-concierge-malaysia,rooms,"Medical Chaperone (2-way, 5h)",RM220 — excludes transport charges
care-concierge-malaysia,rooms,Medical Nursing Procedure (1h),RM180
care-concierge-malaysia,rooms,Pricing source,https://mycareconcierge.com/at-home-care/ — full price list published on operator website
care-concierge-malaysia,services,At-Home Care,Live-in (24/7) or Flexi (part-time) — caregivers and registered nurses
care-concierge-malaysia,services,Assisted Living Residences,"KL, Petaling Jaya, Penang, Kuching (Sarawak)"
care-concierge-malaysia,services,Senior Day Care,Multiple locations — see Care Concierge website
care-concierge-malaysia,services,Stroke Care,"Multidisciplinary bundle with neurologist, physio, caregiving"
care-concierge-malaysia,services,Dementia / Alzheimer's Care,"Multidisciplinary bundle with neurologist, physio/OT, caregiving"
care-concierge-malaysia,services,Palliative Care,Advanced care needs — live-in or palliative package
care-concierge-malaysia,services,Geriatric Physiotherapy,Specialised programme
care-concierge-malaysia,policies,Coverage,"Penang, Perak (Ipoh), KL, Selangor, Melaka, Negeri Sembilan, Johor"
care-concierge-malaysia,policies,Care Academy,Khazanah-sponsored K-Youth training programme for caregivers (May–Sep 2026)
pillar-care,rooms,Home Care/Nursing Support (20-day package),"RM4,600"
pillar-care,rooms,Equivalent daily rate,~RM230/day
pillar-care,rooms,Market comparison (operator-cited),RM30–50/hr for hourly home care in Malaysia
pillar-care,rooms,Pricing source,https://www.pillarcare.com/home-care/ — published on operator website
pillar-care,services,Home Personal Care,"ADLs, companion care, senior transportation, medication management"
pillar-care,services,Home Nursing,"Wound dressing, NGT, catheter, stoma, injections, medical procedures"
pillar-care,services,Dementia Care,Guided dementia programme available
pillar-care,services,Stroke Care,Available
pillar-care,services,Palliative / End-of-Life Care,Available
pillar-care,services,Respite Care,Available
pillar-care,services,Hospital In Care,Short-term hospital companion/care available
pillar-care,policies,Coverage area,Klang Valley (based in PJ SS3)
pillar-care,policies,Standard billing cycle,20 working days per package
pillar-care,policies,Availability,24/7 — nurses available any hour
whereweare-malaysia,rooms,28-day Live-In package,"From RM3,700 (~RM132/day)"
whereweare-malaysia,rooms,7-day Live-In package,"From RM1,200/week (~RM171/day)"
whereweare-malaysia,rooms,1-day Live-In (daily rate),From RM200/day
whereweare-malaysia,rooms,Pricing source,https://wherewecare.com/live-in-care — published on operator website
whereweare-malaysia,services,Live-In Home Care,"24/7 in-home support, companionship, basic health monitoring, emergency support"
whereweare-malaysia,services,Dementia Care,Tailored live-in programme
whereweare-malaysia,services,Palliative Care,Comfort-focused live-in care for serious illness
whereweare-malaysia,services,Post-Surgery Recovery,At-home assistance during recovery
whereweare-malaysia,services,Customised Wellness Program,"Exercise, nutrition guidance, mental health support"
whereweare-malaysia,services,Home Nursing,Registered nurses available for nursing procedures
whereweare-malaysia,policies,Contract,No long-term contract required
whereweare-malaysia,policies,Carer replacement,Free replacement if needed
whereweare-malaysia,policies,Coverage,"KL, Penang, Johor Bahru, Ipoh, Melaka, Perak — nationwide on request"
whereweare-malaysia,included,Meal preparation,yes
whereweare-malaysia,included,Mobility support,yes
whereweare-malaysia,included,Bedsore prevention,yes
whereweare-malaysia,included,Medical appointment accompaniment,yes
whereweare-malaysia,included,Companionship,yes
